13;22;2;04.08.2017 7:58:38;05.08.2017 8:00:52;339,19;339,34;0,15;0
13;22;3;04.08.2017 7:58:38;05.08.2017 8:00:52;5621,62;6353,92;732,3;0
13;22;4;04.08.2017 7:58:38;05.08.2017 8:00:52;0;0;0;0
14;95;5;05.08.2017 8:01:19;06.08.2017 7:56:18;386,34;401,34;15;0
14;95;6;05.08.2017 8:01:19;06.08.2017 7:56:18;172,51;172,51;0;0
14;95;7;05.08.2017 8:01:19;06.08.2017 7:56:18;1127,55;1270,62;143,07;0
14;95;8;05.08.2017 8:01:19;06.08.2017 7:56:18;632,53;743,82;111,29;0
14;92;5;05.08.2017 8:01:19;06.08.2017 7:56:18;1255,27;1420,29;165,02;0
14;92;6;05.08.2017 8:01:19;06.08.2017 7:56:18;253,27;263,27;10;0
14;92;7;05.08.2017 8:01:19;06.08.2017 7:56:18;3405,1;3980,69;575,59;0
14;92;8;05.08.2017 8:01:19;06.08.2017 7:56:18;740,66;865,49;124,83;0
14;92;9;05.08.2017 8:01:19;06.08.2017 7:56:18;76,62;86,62;10;0
14;92;10;05.08.2017 8:01:19;06.08.2017 7:56:18;130,81;224,35;93,54;0
14;60;7;05.08.2017 8:01:19;06.08.2017 7:56:18;107,27;107,27;0;0
14;60;8;05.08.2017 8:01:19;06.08.2017 7:56:18;319,34;333,46;14,12;0
14;60;9;05.08.2017 8:01:19;06.08.2017 7:56:18;189,14;249,14;60;0
14;60;10;05.08.2017 8:01:19;06.08.2017 7:56:18;114,58;114,58;0;0
14;50;5;05.08.2017 8:01:19;06.08.2017 7:56:18;24,28;24,28;0;0
14;50;6;05.08.2017 8:01:19;06.08.2017 7:56:18;94,83;211,25;116,42;0
14;22;1;05.08.2017 8:01:19;06.08.2017 7:56:18;2443,03;2533,07;90,04;0
14;22;2;05.08.2017 8:01:19;06.08.2017 7:56:18;339,34;339,34;0;0
14;22;3;05.08.2017 8:01:19;06.08.2017 7:56:18;6353,92;7060,28;706,36;0
14;22;4;05.08.2017 8:01:19;06.08.2017 7:56:18;0;0;0;0
15;95;5;06.08.2017 7:56:40;06.08.2017 8:03:06;401,34;401,34;0;0
15;95;6;06.08.2017 7:56:40;06.08.2017 8:03:06;172,51;172,51;0;0
15;95;7;06.08.2017 7:56:40;06.08.2017 8:03:06;1270,62;1270,62;0;0
15;95;8;06.08.2017 7:56:40;06.08.2017 8:03:06;743,82;743,82;0;0
15;92;5;06.08.2017 7:56:40;06.08.2017 8:03:06;1420,29;1420,29;0;0
15;92;6;06.08.2017 7:56:40;06.08.2017 8:03:06;263,27;263,27;0;0
15;92;7;06.08.2017 7:56:40;06.08.2017 8:03:06;3980,69;3980,69;0;0
15;92;8;06.08.2017 7:56:40;06.08.2017 8:03:06;865,49;865,49;0;0
15;92;9;06.08.2017 7:56:40;06.08.2017 8:03:06;86,62;86,62;0;0
15;92;10;06.08.2017 7:56:40;06.08.2017 8:03:06;224,35;224,35;0;0
15;60;7;06.08.2017 7:56:40;06.08.2017 8:03:06;107,27;107,27;0;0
15;60;8;06.08.2017 7:56:40;06.08.2017 8:03:06;333,46;333,46;0;0
15;60;9;06.08.2017 7:56:40;06.08.2017 8:03:06;249,14;249,14;0;0
15;60;10;06.08.2017 7:56:40;06.08.2017 8:03:06;114,58;114,58;0;0
15;50;5;06.08.2017 7:56:40;06.08.2017 8:03:06;24,28;24,28;0;0
15;50;6;06.08.2017 7:56:40;06.08.2017 8:03:06;211,25;211,25;0;0
15;22;1;06.08.2017 7:56:40;06.08.2017 8:03:06;2533,07;2533,07;0;0
15;22;2;06.08.2017 7:56:40;06.08.2017 8:03:06;339,34;339,34;0;0
15;22;3;06.08.2017 7:56:40;06.08.2017 8:03:06;7060,28;7060,28;0;0
15;22;4;06.08.2017 7:56:40;06.08.2017 8:03:06;0;0;0;0
16;95;5;06.08.2017 8:03:43;07.08.2017 8:03:04;401,34;401,34;0;0
16;95;6;06.08.2017 8:03:43;07.08.2017 8:03:04;172,51;185,49;12,98;0
16;95;7;06.08.2017 8:03:43;07.08.2017 8:03:04;1270,62;1338,13;67,51;0
16;95;8;06.08.2017 8:03:43;07.08.2017 8:03:04;743,82;850,88;107,06;0
16;92;5;06.08.2017 8:03:43;07.08.2017 8:03:04;1420,29;1521,42;101,13;0
16;92;6;06.08.2017 8:03:43;07.08.2017 8:03:04;263,27;284,38;21,11;0
16;92;7;06.08.2017 8:03:43;07.08.2017 8:03:04;3980,69;4331,03;350,34;0
16;92;8;06.08.2017 8:03:43;07.08.2017 8:03:04;865,49;996,06;130,57;0
16;92;9;06.08.2017 8:03:43;07.08.2017 8:03:04;86,62;105,6;18,98;0
16;92;10;06.08.2017 8:03:43;07.08.2017 8:03:04;224,35;224,35;0;0
16;60;7;06.08.2017 8:03:43;07.08.2017 8:03:04;107,27;126,69;19,42;0
16;60;8;06.08.2017 8:03:43;07.08.2017 8:03:04;333,46;333,46;0;0
16;60;9;06.08.2017 8:03:43;07.08.2017 8:03:04;249,14;317,63;68,49;0
16;60;10;06.08.2017 8:03:43;07.08.2017 8:03:04;114,58;114,58;0;0
